#FILE,SEQUENCE,START,END,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,ISOLATE_ID
/home/ryder/AMR_PROJECT/assemblies/18090_7_58.fa,ERZ3485855.95,2708,3568,aac(3)-IId_1,1-861/861,===============,0/0,100.0,99.88,resfinder,EU022314,18090_7_58
/home/ryder/AMR_PROJECT/assemblies/18090_7_58.fa,ERZ3485855.96,1,79,catB4_1,443-521/549,............===,0/0,14.39,100.0,resfinder,EU935739,18090_7_58
/home/ryder/AMR_PROJECT/assemblies/18090_7_58.fa,ERZ3485855.96,2611,3532,mph(A)_2,1-921/921,========/======,1/1,100.0,99.67,resfinder,U36578,18090_7_58
/home/ryder/AMR_PROJECT/assemblies/18090_7_58.fa,ERZ3485855.96,3602,3679,catB4_1,443-520/549,............===,0/0,14.21,100.0,resfinder,EU935739,18090_7_58
/home/ryder/AMR_PROJECT/assemblies/11679_5_5.fa,ERZ3164658.27,12579,12685,catB4_1,443-549/549,............===,0/0,19.49,100.0,resfinder,EU935739,11679_5_5
/home/ryder/AMR_PROJECT/assemblies/11679_5_5.fa,ERZ3164658.63,5297,6112,sul2_2,1-816/816,===============,0/0,100.0,100.0,resfinder,GQ421466,11679_5_5
/home/ryder/AMR_PROJECT/assemblies/11679_5_5.fa,ERZ3164658.68,3943,4803,blaTEM-1B_1,1-861/861,===============,0/0,100.0,100.0,resfinder,JF910132,11679_5_5
/home/ryder/AMR_PROJECT/assemblies/11658_6_84.fa,ERZ3165377.33,21739,21845,catB4_1,443-549/549,............===,0/0,19.49,100.0,resfinder,EU935739,11658_6_84
/home/ryder/AMR_PROJECT/assemblies/11679_4_33.fa,ERZ3165445.36,28890,29622,strB_1,105-837/837,.==============,0/0,87.57,100.0,resfinder,M96392,11679_4_33
/home/ryder/AMR_PROJECT/assemblies/11679_4_33.fa,ERZ3165445.36,33565,34425,blaTEM-1C_5,1-861/861,===============,0/0,100.0,100.0,resfinder,FJ560503,11679_4_33
/home/ryder/AMR_PROJECT/assemblies/11679_4_33.fa,ERZ3165445.36,34573,34681,strB_1,1-109/837,==.............,0/0,13.02,100.0,resfinder,M96392,11679_4_33
/home/ryder/AMR_PROJECT/assemblies/11679_4_33.fa,ERZ3165445.36,34681,35484,strA_4,1-804/804,===============,0/0,100.0,100.0,resfinder,AF321551,11679_4_33
/home/ryder/AMR_PROJECT/assemblies/11679_4_33.fa,ERZ3165445.36,35545,36360,sul2_2,1-816/816,===============,0/0,100.0,100.0,resfinder,GQ421466,11679_4_33
/home/ryder/AMR_PROJECT/assemblies/11679_4_33.fa,ERZ3165445.67,9966,10321,tet(34)_1,66-421/465,.=======/=====.,2/2,76.34,75.35,resfinder,AB061440,11679_4_33
/home/ryder/AMR_PROJECT/assemblies/11791_3_53.fa,ERZ3165604.25,19148,19503,tet(34)_1,66-421/465,.=======/=====.,2/2,76.34,75.07,resfinder,AB061440,11791_3_53
/home/ryder/AMR_PROJECT/assemblies/11791_6_36.fa,ERZ3166083.14,8772,9127,tet(34)_1,66-421/465,.=======/=====.,2/2,76.34,75.35,resfinder,AB061440,11791_6_36
/home/ryder/AMR_PROJECT/assemblies/11791_6_36.fa,ERZ3166083.152,715,821,catB4_1,443-549/549,............===,0/0,19.49,100.0,resfinder,EU935739,11791_6_36
/home/ryder/AMR_PROJECT/assemblies/11791_6_36.fa,ERZ3166083.160,1,67,catB4_1,443-509/549,............==.,0/0,12.2,100.0,resfinder,EU935739,11791_6_36
/home/ryder/AMR_PROJECT/assemblies/11791_6_36.fa,ERZ3166083.70,1,67,catB4_1,443-509/549,............==.,0/0,12.2,100.0,resfinder,EU935739,11791_6_36
/home/ryder/AMR_PROJECT/assemblies/11791_6_36.fa,ERZ3166083.70,581,1441,blaTEM-1B_1,1-861/861,===============,0/0,100.0,100.0,resfinder,JF910132,11791_6_36
/home/ryder/AMR_PROJECT/assemblies/11791_6_36.fa,ERZ3166083.70,4149,4216,catB4_1,442-509/549,............==.,0/0,12.39,100.0,resfinder,EU935739,11791_6_36
/home/ryder/AMR_PROJECT/assemblies/11791_6_36.fa,ERZ3166083.71,721,887,aadA1_1,1-174/972,===...../......,3/7,17.18,95.98,resfinder,X02340,11791_6_36
/home/ryder/AMR_PROJECT/assemblies/11791_6_36.fa,ERZ3166083.71,906,1379,dfrA17_1,1-474/474,===============,0/0,100.0,100.0,resfinder,FJ460238,11791_6_36
/home/ryder/AMR_PROJECT/assemblies/11791_6_36.fa,ERZ3166083.71,1510,2298,aadA5_1,1-789/789,===============,0/0,100.0,100.0,resfinder,AF137361,11791_6_36
/home/ryder/AMR_PROJECT/assemblies/11791_6_36.fa,ERZ3166083.71,2758,3684,sul1_2,1-927/927,===============,0/0,100.0,100.0,resfinder,CP002151,11791_6_36
/home/ryder/AMR_PROJECT/assemblies/11679_7_21.fa,ERZ3165056.45,1204,2064,blaTEM-1B_1,1-861/861,===============,0/0,100.0,100.0,resfinder,JF910132,11679_7_21
/home/ryder/AMR_PROJECT/assemblies/11657_6_95.fa,ERZ3166301.116,1,107,catB4_1,443-549/549,............===,0/0,19.49,100.0,resfinder,EU935739,11657_6_95
/home/ryder/AMR_PROJECT/assemblies/11657_6_95.fa,ERZ3166301.33,11319,11674,tet(34)_1,66-421/465,.=======/=====.,2/2,76.34,75.35,resfinder,AB061440,11657_6_95
/home/ryder/AMR_PROJECT/assemblies/11657_6_95.fa,ERZ3166301.61,4639,5838,tet(A)_4,1-1200/1200,===============,0/0,100.0,100.0,resfinder,AJ517790,11657_6_95
/home/ryder/AMR_PROJECT/assemblies/11657_6_95.fa,ERZ3166301.74,4175,4241,catB4_1,443-509/549,............==.,0/0,12.2,100.0,resfinder,EU935739,11657_6_95
/home/ryder/AMR_PROJECT/assemblies/11657_6_95.fa,ERZ3166301.82,99,572,dfrA5_1,1-474/474,===============,0/0,100.0,100.0,resfinder,X12868,11657_6_95
/home/ryder/AMR_PROJECT/assemblies/11657_6_95.fa,ERZ3166301.82,588,755,aadA1_1,1-175/972,===...../......,3/7,17.28,96.0,resfinder,X02340,11657_6_95
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.104,341,1104,erm(B)_18,1-762/762,========/======,2/2,100.0,98.95,resfinder,X66468,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.108,2424,2501,catB4_1,443-520/549,............===,0/0,14.21,100.0,resfinder,EU935739,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.125,1019,1097,catB4_1,443-521/549,............===,0/0,14.39,100.0,resfinder,EU935739,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.126,1,78,catB4_1,442-519/549,............===,0/0,14.21,100.0,resfinder,EU935739,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.130,180,347,aadA1_1,1-175/972,===...../......,3/7,17.28,96.0,resfinder,X02340,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.130,354,836,dfrA14_1,1-483/483,===============,0/0,100.0,99.59,resfinder,DQ388123,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.133,1,77,catB4_1,443-519/549,............===,0/0,14.03,100.0,resfinder,EU935739,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.133,169,810,catA2_1,1-642/642,===============,0/0,100.0,96.11,resfinder,X53796,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.143,1,107,catB4_1,443-549/549,............===,0/0,19.49,100.0,resfinder,EU935739,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.155,1,78,catB4_1,443-520/549,............===,0/0,14.21,100.0,resfinder,EU935739,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.156,319,395,catB4_1,443-519/549,............===,0/0,14.03,100.0,resfinder,EU935739,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.34,47310,47665,tet(34)_1,66-421/465,.=======/=====.,2/2,76.34,75.35,resfinder,AB061440,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.78,1,79,catB4_1,443-521/549,............===,0/0,14.39,100.0,resfinder,EU935739,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.78,309,965,QnrS1_1,1-657/657,===============,0/0,100.0,100.0,resfinder,AB187515,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.78,5606,6481,blaCTX-M-55_2,1-876/876,===============,0/0,100.0,100.0,resfinder,GQ456159,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.78,7026,7105,catB4_1,442-521/549,............===,0/0,14.57,100.0,resfinder,EU935739,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.84,1,78,catB4_1,443-520/549,............===,0/0,14.21,100.0,resfinder,EU935739,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.84,1461,2321,aac(3)-IId_1,1-861/861,===============,0/0,100.0,99.88,resfinder,EU022314,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.88,1918,3117,tet(A)_4,1-1200/1200,===============,0/0,100.0,99.92,resfinder,AJ517790,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.89,1069,2282,floR_2,1-1214/1215,===============,0/0,99.92,98.02,resfinder,AF118107,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.92,1,78,catB4_1,442-519/549,............===,0/0,14.21,100.0,resfinder,EU935739,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.95,2226,3147,mph(A)_2,1-921/921,========/======,1/1,100.0,99.67,resfinder,U36578,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/18090_6_58.fa,ERZ3486358.95,3217,3295,catB4_1,443-521/549,............===,0/0,14.39,100.0,resfinder,EU935739,18090_6_58
/home/ryder/AMR_PROJECT/assemblies/11679_4_63.fa,ERZ3165794.20,8772,9127,tet(34)_1,66-421/465,.=======/=====.,2/2,76.34,75.35,resfinder,AB061440,11679_4_63
/home/ryder/AMR_PROJECT/assemblies/11679_4_63.fa,ERZ3165794.26,43004,43110,catB4_1,443-549/549,............===,0/0,19.49,99.06,resfinder,EU935739,11679_4_63
/home/ryder/AMR_PROJECT/assemblies/11791_3_9.fa,ERZ3165008.39,16974,17329,tet(34)_1,66-421/465,.=======/=====.,2/2,76.34,75.07,resfinder,AB061440,11791_3_9
/home/ryder/AMR_PROJECT/assemblies/18090_7_41.fa,ERZ3485557.115,1,78,catB4_1,442-519/549,............===,0/0,14.21,100.0,resfinder,EU935739,18090_7_41
/home/ryder/AMR_PROJECT/assemblies/18090_7_41.fa,ERZ3485557.39,23437,23543,catB4_1,443-549/549,............===,0/0,19.49,100.0,resfinder,EU935739,18090_7_41
/home/ryder/AMR_PROJECT/assemblies/18090_7_41.fa,ERZ3485557.54,1,78,catB4_1,443-520/549,............===,0/0,14.21,100.0,resfinder,EU935739,18090_7_41
/home/ryder/AMR_PROJECT/assemblies/18090_7_41.fa,ERZ3485557.54,148,1069,mph(A)_2,1-921/921,========/======,1/1,100.0,99.67,resfinder,U36578,18090_7_41
/home/ryder/AMR_PROJECT/assemblies/18090_7_41.fa,ERZ3485557.54,6364,7290,sul1_2,1-927/927,===============,0/0,100.0,100.0,resfinder,CP002151,18090_7_41
/home/ryder/AMR_PROJECT/assemblies/18090_7_41.fa,ERZ3485557.54,7750,8538,aadA5_1,1-789/789,===============,0/0,100.0,100.0,resfinder,AF137361,18090_7_41
/home/ryder/AMR_PROJECT/assemblies/18090_7_41.fa,ERZ3485557.54,8669,9142,dfrA17_1,1-474/474,===============,0/0,100.0,100.0,resfinder,FJ460238,18090_7_41
/home/ryder/AMR_PROJECT/assemblies/18090_7_41.fa,ERZ3485557.54,9161,9327,aadA1_1,1-174/972,===...../......,3/7,17.18,95.98,resfinder,X02340,18090_7_41
/home/ryder/AMR_PROJECT/assemblies/18090_7_41.fa,ERZ3485557.62,561,1376,sul2_2,1-816/816,===============,0/0,100.0,100.0,resfinder,GQ421466,18090_7_41
/home/ryder/AMR_PROJECT/assemblies/18090_7_41.fa,ERZ3485557.62,1437,2240,strA_4,1-804/804,===============,0/0,100.0,100.0,resfinder,AF321551,18090_7_41
/home/ryder/AMR_PROJECT/assemblies/18090_7_41.fa,ERZ3485557.62,2240,3076,strB_1,1-837/837,===============,0/0,100.0,99.88,resfinder,M96392,18090_7_41
/home/ryder/AMR_PROJECT/assemblies/18090_7_41.fa,ERZ3485557.62,4130,5329,tet(A)_4,1-1200/1200,===============,0/0,100.0,100.0,resfinder,AJ517790,18090_7_41
/home/ryder/AMR_PROJECT/assemblies/18090_7_41.fa,ERZ3485557.62,6254,6333,catB4_1,442-521/549,............===,0/0,14.57,100.0,resfinder,EU935739,18090_7_41
/home/ryder/AMR_PROJECT/assemblies/18090_7_41.fa,ERZ3485557.64,5866,5944,catB4_1,443-521/549,............===,0/0,14.39,100.0,resfinder,EU935739,18090_7_41
/home/ryder/AMR_PROJECT/assemblies/18090_7_41.fa,ERZ3485557.72,2205,3080,blaCTX-M-27_1,1-876/876,===============,0/0,100.0,100.0,resfinder,EU916273,18090_7_41
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.102,2068,3273,tet(B)_4,1-1206/1206,===============,0/0,100.0,100.0,resfinder,AF326777,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.106,1,67,catB4_1,442-508/549,............==.,0/0,12.2,100.0,resfinder,EU935739,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.106,75,807,strB_1,105-837/837,.==============,0/0,87.57,100.0,resfinder,M96392,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.131,1680,1745,catB4_1,443-508/549,............==.,0/0,12.02,100.0,resfinder,EU935739,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.134,1,529,strA_4,1-529/804,==========.....,0/0,65.8,100.0,resfinder,AF321551,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.134,590,1405,sul2_6,1-816/816,===============,0/0,100.0,100.0,resfinder,FN995456,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.138,522,1382,blaTEM-1B_1,1-861/861,===============,0/0,100.0,100.0,resfinder,JF910132,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.171,1,70,strA_1,463-532/804,........==.....,0/0,8.71,98.57,resfinder,M96392,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.171,78,560,dfrA14_1,1-483/483,===============,0/0,100.0,99.79,resfinder,DQ388123,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.171,634,700,strA_1,528-594/804,.........===...,0/0,8.33,100.0,resfinder,M96392,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.173,289,586,catA1_1,1-298/660,=======........,0/0,45.15,100.0,resfinder,V00622,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.212,1,109,strB_1,1-109/837,==.............,0/0,13.02,100.0,resfinder,M96392,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.212,109,385,strA_1,528-804/804,.........======,0/0,34.45,100.0,resfinder,M96392,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.68,11269,11375,catB4_1,443-549/549,............===,0/0,19.49,100.0,resfinder,EU935739,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.78,8760,8827,catB4_1,442-509/549,............==.,0/0,12.39,100.0,resfinder,EU935739,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.84,1,67,catB4_1,442-508/549,............==.,0/0,12.2,100.0,resfinder,EU935739,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.84,1839,2765,sul1_2,1-927/927,===============,0/0,100.0,100.0,resfinder,CP002151,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.84,3225,4013,aadA5_1,1-789/789,===============,0/0,100.0,100.0,resfinder,AF137361,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.84,4144,4617,dfrA17_1,1-474/474,===============,0/0,100.0,100.0,resfinder,FJ460238,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.84,4636,4802,aadA1_1,1-174/972,===...../......,3/7,17.18,95.98,resfinder,X02340,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_4_12.fa,ERZ3164461.84,6509,6574,catB4_1,443-508/549,............==.,0/0,12.02,100.0,resfinder,EU935739,11658_4_12
/home/ryder/AMR_PROJECT/assemblies/11658_7_45.fa,ERZ3164965.117,1189,1359,aadA1_1,1-175/972,===...../......,2/4,17.59,97.71,resfinder,X02340,11658_7_45
/home/ryder/AMR_PROJECT/assemblies/11658_7_45.fa,ERZ3164965.55,1,67,aadA1_1,109-175/972,.==............,0/0,6.89,100.0,resfinder,X02340,11658_7_45
/home/ryder/AMR_PROJECT/assemblies/11658_7_45.fa,ERZ3164965.55,84,557,dfrA1_30,1-474/474,===============,0/0,100.0,100.0,resfinder,JQ690541,11658_7_45
/home/ryder/AMR_PROJECT/assemblies/11658_7_45.fa,ERZ3164965.55,640,1441,aadA1_1,171-972/972,..=============,0/0,82.51,100.0,resfinder,X02340,11658_7_45
/home/ryder/AMR_PROJECT/assemblies/11658_7_45.fa,ERZ3164965.55,1859,2785,sul1_2,1-927/927,===============,0/0,100.0,100.0,resfinder,CP002151,11658_7_45
/home/ryder/AMR_PROJECT/assemblies/11658_7_45.fa,ERZ3164965.59,4932,6131,tet(A)_4,1-1200/1200,===============,0/0,100.0,100.0,resfinder,AJ517790,11658_7_45
/home/ryder/AMR_PROJECT/assemblies/11658_7_45.fa,ERZ3164965.62,291,950,catA1_1,1-660/660,===============,0/0,100.0,99.85,resfinder,V00622,11658_7_45
/home/ryder/AMR_PROJECT/assemblies/11658_7_45.fa,ERZ3164965.62,5210,5316,catB4_1,443-549/549,............===,0/0,19.49,99.06,resfinder,EU935739,11658_7_45
/home/ryder/AMR_PROJECT/assemblies/11658_7_45.fa,ERZ3164965.62,5689,6504,aph(3')-Ic_1,1-816/816,===============,0/0,100.0,100.0,resfinder,X62115,11658_7_45
/home/ryder/AMR_PROJECT/assemblies/11658_7_45.fa,ERZ3164965.62,7284,7390,catB4_1,443-549/549,............===,0/0,19.49,100.0,resfinder,EU935739,11658_7_45
/home/ryder/AMR_PROJECT/assemblies/11658_7_45.fa,ERZ3164965.62,7409,8269,blaTEM-84_1,1-861/861,===============,0/0,100.0,99.88,resfinder,AF427130,11658_7_45
/home/ryder/AMR_PROJECT/assemblies/11657_6_41.fa,ERZ3165207.170,671,777,catB4_1,443-549/549,............===,0/0,19.49,100.0,resfinder,EU935739,11657_6_41
/home/ryder/AMR_PROJECT/assemblies/11657_6_41.fa,ERZ3165207.24,72289,72355,catB4_1,443-509/549,............==.,0/0,12.2,100.0,resfinder,EU935739,11657_6_41
/home/ryder/AMR_PROJECT/assemblies/11657_6_41.fa,ERZ3165207.57,12775,12841,catB4_1,443-509/549,............==.,0/0,12.2,100.0,resfinder,EU935739,11657_6_41
/home/ryder/AMR_PROJECT/assemblies/11657_6_41.fa,ERZ3165207.65,1,66,catB4_1,443-508/549,............==.,0/0,12.02,100.0,resfinder,EU935739,11657_6_41
/home/ryder/AMR_PROJECT/assemblies/11657_6_41.fa,ERZ3165207.65,432,1268,strB_1,1-837/837,===============,0/0,100.0,99.88,resfinder,M96392,11657_6_41
/home/ryder/AMR_PROJECT/assemblies/11657_6_41.fa,ERZ3165207.65,1268,2071,strA_4,1-804/804,===============,0/0,100.0,100.0,resfinder,AF321551,11657_6_41
/home/ryder/AMR_PROJECT/assemblies/11657_6_41.fa,ERZ3165207.65,2132,2947,sul2_2,1-816/816,===============,0/0,100.0,100.0,resfinder,GQ421466,11657_6_41
/home/ryder/AMR_PROJECT/assemblies/11657_6_41.fa,ERZ3165207.74,1,67,catB4_1,443-509/549,............==.,0/0,12.2,100.0,resfinder,EU935739,11657_6_41
/home/ryder/AMR_PROJECT/assemblies/11657_6_41.fa,ERZ3165207.74,137,1058,mph(A)_2,1-921/921,========/======,1/1,100.0,99.67,resfinder,U36578,11657_6_41
/home/ryder/AMR_PROJECT/assemblies/11657_6_41.fa,ERZ3165207.74,4748,5230,dfrA14_1,1-483/483,===============,0/0,100.0,99.59,resfinder,DQ388123,11657_6_41
/home/ryder/AMR_PROJECT/assemblies/11657_6_41.fa,ERZ3165207.74,5237,5404,aadA1_1,1-175/972,===...../......,3/7,17.28,96.0,resfinder,X02340,11657_6_41
/home/ryder/AMR_PROJECT/assemblies/11657_6_41.fa,ERZ3165207.79,140,1000,blaTEM-1B_1,1-861/861,===============,0/0,100.0,100.0,resfinder,JF910132,11657_6_41
/home/ryder/AMR_PROJECT/assemblies/11658_6_6.fa,ERZ3164353.27,54268,55128,blaTEM-1A_4,1-861/861,===============,0/0,100.0,100.0,resfinder,HM749966,11658_6_6
/home/ryder/AMR_PROJECT/assemblies/11658_8_71.fa,ERZ3165302.50,16974,17329,tet(34)_1,66-421/465,.=======/=====.,2/2,76.34,75.07,resfinder,AB061440,11658_8_71
/home/ryder/AMR_PROJECT/assemblies/11658_8_71.fa,ERZ3165302.72,215,1075,blaTEM-1C_5,1-861/861,===============,0/0,100.0,100.0,resfinder,FJ560503,11658_8_71
/home/ryder/AMR_PROJECT/assemblies/11658_8_71.fa,ERZ3165302.77,1516,2715,tet(A)_4,1-1200/1200,===============,0/0,100.0,100.0,resfinder,AJ517790,11658_8_71
/home/ryder/AMR_PROJECT/assemblies/11658_6_59.fa,ERZ3164957.114,1,66,catB4_1,443-508/549,............==.,0/0,12.02,100.0,resfinder,EU935739,11658_6_59
/home/ryder/AMR_PROJECT/assemblies/11658_6_59.fa,ERZ3164957.57,271,377,catB4_1,443-549/549,............===,0/0,19.49,100.0,resfinder,EU935739,11658_6_59
/home/ryder/AMR_PROJECT/assemblies/11658_6_59.fa,ERZ3164957.57,11157,11223,catB4_1,443-509/549,............==.,0/0,12.2,100.0,resfinder,EU935739,11658_6_59
/home/ryder/AMR_PROJECT/assemblies/11658_6_59.fa,ERZ3164957.74,1,66,catB4_1,443-508/549,............==.,0/0,12.02,100.0,resfinder,EU935739,11658_6_59
/home/ryder/AMR_PROJECT/assemblies/11658_6_59.fa,ERZ3164957.74,1929,2744,sul2_3,1-816/816,===============,0/0,100.0,100.0,resfinder,HQ840942,11658_6_59
/home/ryder/AMR_PROJECT/assemblies/11658_6_59.fa,ERZ3164957.74,2805,3608,strA_4,1-804/804,===============,0/0,100.0,99.88,resfinder,AF321551,11658_6_59
/home/ryder/AMR_PROJECT/assemblies/11658_6_59.fa,ERZ3164957.74,3608,4444,strB_1,1-837/837,===============,0/0,100.0,100.0,resfinder,M96392,11658_6_59
/home/ryder/AMR_PROJECT/assemblies/11658_6_59.fa,ERZ3164957.74,4452,4519,catB4_1,442-509/549,............==.,0/0,12.39,100.0,resfinder,EU935739,11658_6_59
/home/ryder/AMR_PROJECT/assemblies/11658_6_59.fa,ERZ3164957.9,39616,40415,aadA1_1,170-972/972,..======/======,1/3,82.3,99.38,resfinder,X02340,11658_6_59
/home/ryder/AMR_PROJECT/assemblies/11658_6_59.fa,ERZ3164957.9,41081,41554,dfrA1_1,1-474/474,===============,0/0,100.0,100.0,resfinder,X00926,11658_6_59
/home/ryder/AMR_PROJECT/assemblies/11658_6_59.fa,ERZ3164957.96,589,1449,blaTEM-1B_1,1-861/861,===============,0/0,100.0,100.0,resfinder,JF910132,11658_6_59
/home/ryder/AMR_PROJECT/assemblies/11658_3_41.fa,ERZ3165573.124,2,108,catB4_1,443-549/549,............===,0/0,19.49,100.0,resfinder,EU935739,11658_3_41
/home/ryder/AMR_PROJECT/assemblies/11658_3_41.fa,ERZ3165573.56,3412,4272,blaTEM-1B_1,1-861/861,===============,0/0,100.0,100.0,resfinder,JF910132,11658_3_41
/home/ryder/AMR_PROJECT/assemblies/11658_3_41.fa,ERZ3165573.59,1,66,catB4_1,443-508/549,............==.,0/0,12.02,100.0,resfinder,EU935739,11658_3_41
/home/ryder/AMR_PROJECT/assemblies/11658_3_41.fa,ERZ3165573.59,1899,2065,aadA1_1,1-174/972,===...../......,3/7,17.18,95.98,resfinder,X02340,11658_3_41
/home/ryder/AMR_PROJECT/assemblies/11658_3_41.fa,ERZ3165573.59,2084,2557,dfrA17_1,1-474/474,===============,0/0,100.0,100.0,resfinder,FJ460238,11658_3_41
/home/ryder/AMR_PROJECT/assemblies/11658_3_41.fa,ERZ3165573.59,2688,3476,aadA5_1,1-789/789,===============,0/0,100.0,100.0,resfinder,AF137361,11658_3_41
/home/ryder/AMR_PROJECT/assemblies/11658_3_41.fa,ERZ3165573.59,3936,4862,sul1_2,1-927/927,===============,0/0,100.0,100.0,resfinder,CP002151,11658_3_41
/home/ryder/AMR_PROJECT/assemblies/11658_3_41.fa,ERZ3165573.59,10157,11078,mph(A)_2,1-921/921,========/======,1/1,100.0,99.67,resfinder,U36578,11658_3_41
/home/ryder/AMR_PROJECT/assemblies/11658_3_41.fa,ERZ3165573.59,11148,11213,catB4_1,443-508/549,............==.,0/0,12.02,100.0,resfinder,EU935739,11658_3_41
/home/ryder/AMR_PROJECT/assemblies/11657_7_13.fa,ERZ3164626.46,18647,19002,tet(34)_1,66-421/465,.=======/=====.,2/2,76.34,75.35,resfinder,AB061440,11657_7_13
/home/ryder/AMR_PROJECT/assemblies/11657_7_13.fa,ERZ3164626.95,11040,11147,catB4_1,442-549/549,............===,0/0,19.67,100.0,resfinder,EU935739,11657_7_13
/home/ryder/AMR_PROJECT/assemblies/18090_7_39.fa,ERZ3485525.110,262,744,dfrA14_1,1-483/483,===============,0/0,100.0,99.59,resfinder,DQ388123,18090_7_39
/home/ryder/AMR_PROJECT/assemblies/18090_7_39.fa,ERZ3485525.110,751,830,aadA1_1,96-175/972,.==............,0/0,8.23,100.0,resfinder,X02340,18090_7_39
/home/ryder/AMR_PROJECT/assemblies/18090_7_39.fa,ERZ3485525.113,655,821,aadA1_1,1-174/972,===...../......,3/7,17.18,95.98,resfinder,X02340,18090_7_39
/home/ryder/AMR_PROJECT/assemblies/18090_7_39.fa,ERZ3485525.131,1,78,catB4_1,442-519/549,............===,0/0,14.21,100.0,resfinder,EU935739,18090_7_39
/home/ryder/AMR_PROJECT/assemblies/18090_7_39.fa,ERZ3485525.51,17789,17895,tet(A)_2,1094-1200/1200,.............==,0/0,8.92,100.0,resfinder,X00006,18090_7_39
/home/ryder/AMR_PROJECT/assemblies/18090_7_39.fa,ERZ3485525.52,322,1116,aph(3')-IIa_1,1-795/795,===============,0/0,100.0,99.75,resfinder,X57709,18090_7_39
