feature,shap_importance,feature_type
htrE_2,0.0,Novel
ygjK,0.0,Novel
group_16884,0.0,Novel
group_15449,0.0,Novel
group_5884,0.0,Novel
fadE,0.0,Novel
group_25699,0.0,Novel
group_26337,0.0,Novel
group_24361,0.0,Novel
rfaY,0.0,Novel
group_26335,0.0,Novel
ecpD,0.0,Novel
group_3560,0.0,Novel
group_20769,0.0,Novel
group_21554,0.0,Novel
tnpA_4,0.0,Novel
group_7283,0.0,Novel
tdcE,0.0,Novel
group_21030,0.0,Novel
elfA,0.0,Novel
group_26397,0.0,Novel
group_19045,0.0,Novel
group_19944,0.0,Novel
group_4655,0.0,Novel
tdcG,0.0,Novel
yfkN_2,0.0,Novel
yagE_1,0.0,Novel
yidZ,0.0,Novel
ycjP_2,0.0,Novel
group_18589,0.0,Novel
group_24640,0.0,Novel
group_18513,0.0,Novel
group_3389,0.0,Novel
uidB2,0.0,Novel
group_13898,0.0,Novel
ycaC,0.0,Novel
group_9665,0.0,Novel
group_12216,0.0,Novel
group_13374,0.0,Novel
group_7167,0.0,Novel
yiaO_1,0.0,Novel
dnaB_2,0.0,Novel
group_16226,0.0,Novel
group_1421,0.0,Novel
mhpR,0.0,Novel
siaT,0.0,Novel
group_26323,0.0,Novel
rspA_2,0.0,Novel
group_24441,0.0,Novel
group_13026,0.0,Novel
yjgL_1,0.0,Novel
group_12219,0.0,Novel
focC_2,0.0,Novel
group_11523,0.0,Novel
group_12049,0.0,Novel
yadK,0.0,Novel
group_11525,0.0,Novel
group_12038,0.0,Novel
group_36,0.0,Novel
group_24445,0.0,Novel
cbrB,0.0,Novel
group_12541,0.0,Novel
yfcR,0.0,Novel
nhaR,0.0,Novel
yadN,0.0,Novel
pemK,0.0,Novel
group_24658,0.0,Novel
group_25848,0.0,Novel
group_21549,0.0,Novel
gudP_2,0.0,Novel
group_26343,0.0,Novel
group_21560,0.0,Novel
group_13317,0.0,Novel
group_25008,0.0,Novel
group_21010,0.0,Novel
rfaS,0.0,Novel
group_26328,0.0,Novel
group_14311,0.0,Novel
group_21533,0.0,Novel
tabA_2,0.0,Novel
group_26375,0.0,Novel
tamB,0.0,Novel
group_21561,0.0,Novel
group_26349,0.0,Novel
tdcF_2,0.0,Novel
group_26358,0.0,Novel
floR,0.0,Tier2+Tier1B
group_5169,0.0,Novel
group_19055,0.0,Novel
group_11936,0.0,Novel
group_15881,0.0,Novel
group_26322,0.0,Novel
group_12292,0.0,Novel
group_21544,0.0,Novel
ygjQ,0.0,Novel
group_27188,0.0,Novel
group_26399,0.0,Novel
group_25849,0.0,Novel
group_26351,0.0,Novel
kdgT_2,0.0,Novel
tolC_Q113H,0.0,Tier2+Tier1B
parE_R178*,0.0,Tier2+Tier1B
tolC_C401R,0.0,Tier2+Tier1B
R,0.0,Novel
gyrA_G727R,0.0,Tier2+Tier1B
soxR_V74L,0.0,Tier2+Tier1B
tolC_C349*,0.0,Tier2+Tier1B
pmrB_H5R,0.0,Tier2+Tier1B
parC_R710C,0.0,Tier2+Tier1B
gyrA_G255S,0.0,Tier2+Tier1B
gyrA_V240M,0.0,Tier2+Tier1B
parE_L194F,0.0,Tier2+Tier1B
rpoB_*717Y,0.0,Tier2+Tier1B
pemI,0.0,Novel
G,0.0,Novel
group_24934,0.0,Novel
parC_R296C,0.0,Tier2+Tier1B
wbbK,0.0,Novel
group_26352,0.0,Novel
group_21541,0.0,Novel
group_26378,0.0,Novel
group_14268,0.0,Novel
rfaJ_3,0.0,Novel
group_26330,0.0,Novel
yjgH,0.0,Novel
group_9908,0.0,Novel
group_185,0.0,Novel
yijE,0.0,Novel
yfcS,0.0,Novel
aufD,0.0,Novel
group_13573,0.0,Novel
yfkN_1,0.0,Novel
fimC_2,0.0,Novel
group_26350,0.0,Novel
group_20792,0.0,Novel
group_21548,0.0,Novel
group_26355,0.0,Novel
group_26357,0.0,Novel
group_21551,0.0,Novel
group_26316,0.0,Novel
rfbC,0.0,Novel
group_15886,0.0,Novel
argR_2,0.0,Novel
group_17279,0.0,Novel
group_26317,0.0,Novel
arcC_3,0.0,Novel
dpnA,0.0,Novel
group_16266,0.0,Novel
group_15884,0.0,Novel
group_20674,0.0,Novel
pdxA_3,0.0,Novel
group_24444,0.0,Novel
group_19057,0.0,Novel
group_19062,0.0,Novel
group_19063,0.0,Novel
fabG1,0.0,Novel
yjjL,0.0,Novel
group_21545,0.0,Novel
group_12674,0.0,Novel
group_26368,0.0,Novel
group_17288,0.0,Novel
group_8042,0.0,Novel
group_19054,0.0,Novel
group_11770,0.0,Novel
group_187,0.0,Novel
group_15564,0.0,Novel
group_5974,0.0,Novel
group_9853,0.0,Novel
group_19061,0.0,Novel
group_4085,0.0,Novel
group_19056,0.0,Novel
group_21535,0.0,Novel
group_26367,0.0,Novel
group_21553,0.0,Novel
group_11339,0.0,Novel
group_18064,0.0,Novel
group_4490,0.0,Novel
X,0.0,Novel
group_17892,0.0,Novel
tsx2,0.0,Novel
mhpB,0.0,Novel
group_21536,0.0,Novel
group_26325,0.0,Novel
group_26366,0.0,Novel
group_26361,0.0,Novel
group_26327,0.0,Novel
group_26365,0.0,Novel
ygfI2,0.0,Novel
group_26334,0.0,Novel
katG,0.0,Novel
group_26362,0.0,Novel
group_17977,0.0,Novel
group_9002,0.0,Novel
group_14958,0.0,Novel
group_21527,0.0,Novel
mhpD,0.0,Novel
group_13719,0.0,Novel
group_26360,0.0,Novel
mhpC,0.0,Novel
mhpE,0.0,Novel
mhpA,0.0,Novel
cox,0.0,Novel
group_4092,0.0,Novel
group_26376,0.0,Novel
group_14166,0.0,Novel
group_26356,0.0,Novel
group_19059,0.0,Novel
group_17281,0.0,Novel
group_44579,0.0,Novel
group_21547,0.0,Novel
hcpD,0.0,Novel
group_26354,0.0,Novel
group_19067,0.0,Novel
group_26388,0.0,Novel
group_6217,0.0,Novel
icc_2,0.0,Novel
group_19064,0.0,Novel
intS_3,0.0,Novel
yiaM_1,0.0,Novel
group_2126,0.0,Novel
argI,0.0,Novel
folA_S76R,0.0,Tier2+Tier1B
phoP_P102T,0.0,Tier2+Tier1B
pmrB_S192C,0.0,Tier2+Tier1B
ompF_N52K,0.0,Tier2+Tier1B
robA_D269H,0.0,Tier2+Tier1B
pmrB_I73L,0.0,Tier2+Tier1B
gyrA_A486T,0.0,Tier2+Tier1B
phoP_P45S,0.0,Tier2+Tier1B
parE_E413K,0.0,Tier2+Tier1B
parC_A471G,0.0,Tier2+Tier1B
parC_Q481*,0.0,Tier2+Tier1B
leuO,0.0,Tier2+Tier1B
robA_L251F,0.0,Tier2+Tier1B
parC_V369F,0.0,Tier2+Tier1B
parC_K247E,0.0,Tier2+Tier1B
phoQ_G359W,0.0,Tier2+Tier1B
folP_C137R,0.0,Tier2+Tier1B
pmrB_L36V,0.0,Tier2+Tier1B
ampC_N260T,0.0,Tier2+Tier1B
folP_I117F,0.0,Tier2+Tier1B
gyrB_S571R,0.0,Tier2+Tier1B
ampC_K40R,0.0,Tier2+Tier1B
ompF_D352Y,0.0,Tier2+Tier1B
folP_P64A,0.0,Tier2+Tier1B
gyrB_D248Y,0.0,Tier2+Tier1B
robA_P286S,0.0,Tier2+Tier1B
parE_H462Y,0.0,Tier2+Tier1B
parE_V450F,0.0,Tier2+Tier1B
robA_T132S,0.0,Tier2+Tier1B
robA_L283M,0.0,Tier2+Tier1B
parE_T201P,0.0,Tier2+Tier1B
phoP_L52V,0.0,Tier2+Tier1B
ftsI_W322*,0.0,Tier2+Tier1B
ampC_V342F,0.0,Tier2+Tier1B
gyrB_A618P,0.0,Tier2+Tier1B
ompF_T269I,0.0,Tier2+Tier1B
ampC_D304G,0.0,Tier2+Tier1B
parE_K158E,0.0,Tier2+Tier1B
ampC_Q265E,0.0,Tier2+Tier1B
folP_L134V,0.0,Tier2+Tier1B
folP_A128S,0.0,Tier2+Tier1B
ompC_A226D,0.0,Tier2+Tier1B
ompC_Q70K,0.0,Tier2+Tier1B
gyrA_H471Y,0.0,Tier2+Tier1B
gyrB_S347T,0.0,Tier2+Tier1B
phoQ_N385Y,0.0,Tier2+Tier1B
gyrB_A152S,0.0,Tier2+Tier1B
ampC_Q155K,0.0,Tier2+Tier1B
parE_G197C,0.0,Tier2+Tier1B
ampC_T4M,0.0,Tier2+Tier1B
ompF_E51V,0.0,Tier2+Tier1B
folA_C54R,0.0,Tier2+Tier1B
gyrB_Q624K,0.0,Tier2+Tier1B
gyrA_D791Y,0.0,Tier2+Tier1B
phoQ_E304K,0.0,Tier2+Tier1B
rpoB_S988R,0.0,Tier2+Tier1B
gyrA_A699P,0.0,Tier2+Tier1B
thyA_V170F,0.0,Tier2+Tier1B
gyrB_G684R,0.0,Tier2+Tier1B
gyrB_D207Y,0.0,Tier2+Tier1B
ompF_T298S,0.0,Tier2+Tier1B
ompF_E306Q,0.0,Tier2+Tier1B
gyrA_N621Y,0.0,Tier2+Tier1B
thyA_N211Y,0.0,Tier2+Tier1B
parE_Q360K,0.0,Tier2+Tier1B
gyrA_A136S,0.0,Tier2+Tier1B
phoQ_E396K,0.0,Tier2+Tier1B
gyrA_I332F,0.0,Tier2+Tier1B
soxR_L59F,0.0,Tier2+Tier1B
gyrA_R615C,0.0,Tier2+Tier1B
ompC_A274T,0.0,Tier2+Tier1B
pmrB_L228F,0.0,Tier2+Tier1B
folP_G31R,0.0,Tier2+Tier1B
gyrB_L420M,0.0,Tier2+Tier1B
parC_E130K,0.0,Tier2+Tier1B
robA_T213S,0.0,Tier2+Tier1B
gyrA_K603E,0.0,Tier2+Tier1B
ompF_S350P,0.0,Tier2+Tier1B
gyrA_V604L,0.0,Tier2+Tier1B
ompF_G58C,0.0,Tier2+Tier1B
folA_*40*,0.0,Tier2+Tier1B
gyrA_P35A,0.0,Tier2+Tier1B
gyrA_I182F,0.0,Tier2+Tier1B
gyrB_T392S,0.0,Tier2+Tier1B
ampC_Q269E,0.0,Tier2+Tier1B
ompF_N264H,0.0,Tier2+Tier1B
robA_P176T,0.0,Tier2+Tier1B
gyrA_V307L,0.0,Tier2+Tier1B
gyrA_D800H,0.0,Tier2+Tier1B
ftsI_W252*,0.0,Tier2+Tier1B
phoQ_N117H,0.0,Tier2+Tier1B
gyrA_L489F,0.0,Tier2+Tier1B
ompC_V106M,0.0,Tier2+Tier1B
phoQ_L114M,0.0,Tier2+Tier1B
gyrB_L422M,0.0,Tier2+Tier1B
phoQ_R245G,0.0,Tier2+Tier1B
phoQ_T248S,0.0,Tier2+Tier1B
pmrB_D111Y,0.0,Tier2+Tier1B
rpsL_G106C,0.0,Tier2+Tier1B
tolC_S63R,0.0,Tier2+Tier1B
soxR_P38R,0.0,Tier2+Tier1B
gyrA_T366P,0.0,Tier2+Tier1B
gyrA_I379F,0.0,Tier2+Tier1B
gyrB_D66H,0.0,Tier2+Tier1B
gyrA_N780Y,0.0,Tier2+Tier1B
phoQ_T84S,0.0,Tier2+Tier1B
rpoB_*877*,0.0,Tier2+Tier1B
parE_V319L,0.0,Tier2+Tier1B
folA_*72Y,0.0,Tier2+Tier1B
gyrA_I774F,0.0,Tier2+Tier1B
pmrB_S141N,0.0,Tier2+Tier1B
parE_V560F,0.0,Tier2+Tier1B
parC_T410S,0.0,Tier2+Tier1B
parC_V144M,0.0,Tier2+Tier1B
folA_M142I,0.0,Tier2+Tier1B
parE_N104H,0.0,Tier2+Tier1B
parE_A436S,0.0,Tier2+Tier1B
parC_A194P,0.0,Tier2+Tier1B
ampC_V88M,0.0,Tier2+Tier1B
gyrB_K768E,0.0,Tier2+Tier1B
pmrB_R96G,0.0,Tier2+Tier1B
gyrB_G694R,0.0,Tier2+Tier1B
gyrA_A633P,0.0,Tier2+Tier1B
folA_W78C,0.0,Tier2+Tier1B
gyrB_R209C,0.0,Tier2+Tier1B
rplD_T131P,0.0,Tier2+Tier1B
ompC_V38L,0.0,Tier2+Tier1B
parC_N363Y,0.0,Tier2+Tier1B
gyrB_A632T,0.0,Tier2+Tier1B
ampC_G132C,0.0,Tier2+Tier1B
ompC_G60C,0.0,Tier2+Tier1B
ompC_G63R,0.0,Tier2+Tier1B
gyrB_E661K,0.0,Tier2+Tier1B
gyrB_A604S,0.0,Tier2+Tier1B
phoQ_L5M,0.0,Tier2+Tier1B
parC_V544L,0.0,Tier2+Tier1B
gyrB_C476R,0.0,Tier2+Tier1B
gyrB_P274T,0.0,Tier2+Tier1B
soxR_W70*,0.0,Tier2+Tier1B
gyrB_S492N,0.0,Tier2+Tier1B
gyrA_I619F,0.0,Tier2+Tier1B
gyrB_V308F,0.0,Tier2+Tier1B
robA_A272T,0.0,Tier2+Tier1B
parE_L589F,0.0,Tier2+Tier1B
gyrA_G566R,0.0,Tier2+Tier1B
pmrB_A288T,0.0,Tier2+Tier1B
gyrB_A288T,0.0,Tier2+Tier1B
gyrB_V252F,0.0,Tier2+Tier1B
pmrB_A291S,0.0,Tier2+Tier1B
gyrB_V501F,0.0,Tier2+Tier1B
parE_V126L,0.0,Tier2+Tier1B
gyrB_L470V,0.0,Tier2+Tier1B
ampC_G222R,0.0,Tier2+Tier1B
ampC_V225L,0.0,Tier2+Tier1B
gyrB_P533T,0.0,Tier2+Tier1B
thyA_T47P,0.0,Tier2+Tier1B
gyrB_P171S,0.0,Tier2+Tier1B
robA_H128Y,0.0,Tier2+Tier1B
thyA_N87Y,0.0,Tier2+Tier1B
thyA_I112F,0.0,Tier2+Tier1B
ompF_D129H,0.0,Tier2+Tier1B
ompF_V354I,0.0,Tier2+Tier1B
thyA_D66Y,0.0,Tier2+Tier1B
rpoB_W671C,0.0,Tier2+Tier1B
ampC_L257R,0.0,Tier2+Tier1B
parE_A457P,0.0,Tier2+Tier1B
pmrB_I21F,0.0,Tier2+Tier1B
gyrB_E703Q,0.0,Tier2+Tier1B
ampC_A334T,0.0,Tier2+Tier1B
gyrA_D852Y,0.0,Tier2+Tier1B
gyrB_I250L,0.0,Tier2+Tier1B
parC_E84V,0.0,Tier2+Tier1B
ompF_L110V,0.0,Tier2+Tier1B
folP_P123T,0.0,Tier2+Tier1B
ompF_Y112F,0.0,Tier2+Tier1B
parE_R575C,0.0,Tier2+Tier1B
gyrA_A422P,0.0,Tier2+Tier1B
ompF_A108T,0.0,Tier2+Tier1B
pmrB_A131T,0.0,Tier2+Tier1B
ompC_T324S,0.0,Tier2+Tier1B
soxR_N115K,0.0,Tier2+Tier1B
rpoB_H579Q,0.0,Tier2+Tier1B
gyrA_T777S,0.0,Tier2+Tier1B
thyA_D205Y,0.0,Tier2+Tier1B
rpoB_S894R,0.0,Tier2+Tier1B
parC_T202S,0.0,Tier2+Tier1B
ftsI_*54*,0.0,Tier2+Tier1B
gyrA_T654A,0.0,Tier2+Tier1B
marR_W84C,0.0,Tier2+Tier1B
ampC_Q116K,0.0,Tier2+Tier1B
gyrB_V453F,0.0,Tier2+Tier1B
pmrB_S130T,0.0,Tier2+Tier1B
thyA_G197R,0.0,Tier2+Tier1B
ompF_F118L,0.0,Tier2+Tier1B
acrR_E121D,0.0,Tier2+Tier1B
parE_S451P,0.0,Tier2+Tier1B
ompF_G141R,0.0,Tier2+Tier1B
folP_N49Y,0.0,Tier2+Tier1B
folA_Q105H,0.0,Tier2+Tier1B
pmrB_P115S,0.0,Tier2+Tier1B
gyrA_V540I,0.0,Tier2+Tier1B
ompF_T103S,0.0,Tier2+Tier1B
phoP_S120C,0.0,Tier2+Tier1B
gyrA_R237C,0.0,Tier2+Tier1B
ompF_G121C,0.0,Tier2+Tier1B
ompF_D119H,0.0,Tier2+Tier1B
gyrB_G211C,0.0,Tier2+Tier1B
pmrB_E126*,0.0,Tier2+Tier1B
pmrB_V80F,0.0,Tier2+Tier1B
pmrB_R96S,0.0,Tier2+Tier1B
gyrA_D678N,0.0,Tier2+Tier1B
pmrB_H119Y,0.0,Tier2+Tier1B
gyrA_A421S,0.0,Tier2+Tier1B
ompC_N47K,0.0,Tier2+Tier1B
soxR_C148*,0.0,Tier2+Tier1B
parE_Q148K,0.0,Tier2+Tier1B
gyrA_T519P,0.0,Tier2+Tier1B
ftsI_S366R,0.0,Tier2+Tier1B
ompF_Q222E,0.0,Tier2+Tier1B
pmrB_G320R,0.0,Tier2+Tier1B
mgrB_V8A,0.0,Tier2+Tier1B
ftsI_R233S,0.0,Tier2+Tier1B
ompF_A215P,0.0,Tier2+Tier1B
phoQ_L257F,0.0,Tier2+Tier1B
gyrB_G540C,0.0,Tier2+Tier1B
gyrA_L543F,0.0,Tier2+Tier1B
parC_G579R,0.0,Tier2+Tier1B
gyrA_A523S,0.0,Tier2+Tier1B
gyrA_V248M,0.0,Tier2+Tier1B
parE_V76M,0.0,Tier2+Tier1B
parE_A512T,0.0,Tier2+Tier1B
phoP_S137P,0.0,Tier2+Tier1B
phoQ_T84A,0.0,Tier2+Tier1B
gyrA_A610S,0.0,Tier2+Tier1B
gyrA_G151C,0.0,Tier2+Tier1B
gyrA_A412T,0.0,Tier2+Tier1B
phoQ_R236C,0.0,Tier2+Tier1B
gyrA_G597R,0.0,Tier2+Tier1B
acrR_*73Y,0.0,Tier2+Tier1B
ompF_D149Y,0.0,Tier2+Tier1B
tolC_H248Q,0.0,Tier2+Tier1B
gyrA_L463F,0.0,Tier2+Tier1B
tolC_Q473H,0.0,Tier2+Tier1B
phoQ_V373F,0.0,Tier2+Tier1B
gyrB_T778S,0.0,Tier2+Tier1B
acrR_N98K,0.0,Tier2+Tier1B
gyrA_T408P,0.0,Tier2+Tier1B
rpsL_G84C,0.0,Tier2+Tier1B
ompC_N357K,0.0,Tier2+Tier1B
ampC_V46M,0.0,Tier2+Tier1B
gyrA_V361M,0.0,Tier2+Tier1B
gyrB_V372L,0.0,Tier2+Tier1B
gyrA_E626K,0.0,Tier2+Tier1B
ftsI_L192F,0.0,Tier2+Tier1B
parC_G685R,0.0,Tier2+Tier1B
gyrA_R722C,0.0,Tier2+Tier1B
gyrB_R524C,0.0,Tier2+Tier1B
pmrB_R313S,0.0,Tier2+Tier1B
phoP_S187C,0.0,Tier2+Tier1B
ftsI_S164R,0.0,Tier2+Tier1B
gyrB_S759R,0.0,Tier2+Tier1B
parC_S658R,0.0,Tier2+Tier1B
yfdA,0.0,Novel
group_26372,0.0,Novel
yidP,0.0,Novel
group_9501,0.0,Novel
group_19065,0.0,Novel
group_16946,0.0,Novel
group_6805,0.0,Novel
group_6768,0.0,Novel
group_26333,0.0,Novel
parE_S347A,0.0,Tier2+Tier1B
group_21530,0.0,Novel
group_14746,0.0,Novel
group_13721,0.0,Novel
group_18521,0.0,Novel
gyrA_Y100H,0.0,Tier2+Tier1B
marR_A103T,0.0,Tier2+Tier1B
thyA_Q39E,0.0,Tier2+Tier1B
group_7487,0.0,Novel
group_20763,0.0,Novel
group_26331,0.0,Novel
group_26332,0.0,Novel
thyA_L184F,0.0,Tier2+Tier1B
group_21529,0.0,Novel
thyA_P104A,0.0,Tier2+Tier1B
gyrB_A705T,0.0,Tier2+Tier1B
gyrA_V815M,0.0,Tier2+Tier1B
gyrA_T632P,0.0,Tier2+Tier1B
ampC_V225M,0.0,Tier2+Tier1B
ampC_N214H,0.0,Tier2+Tier1B
ompF_G172C,0.0,Tier2+Tier1B
parE_G50R,0.0,Tier2+Tier1B
parE_A61P,0.0,Tier2+Tier1B
parE_P196A,0.0,Tier2+Tier1B
gyrB_E680K,0.0,Tier2+Tier1B
gyrA_L824F,0.0,Tier2+Tier1B
phoP_T156P,0.0,Tier2+Tier1B
parE_L488V,0.0,Tier2+Tier1B
parE_K484E,0.0,Tier2+Tier1B
gyrB_S334T,0.0,Tier2+Tier1B
gyrB_L173F,0.0,Tier2+Tier1B
parE_A467S,0.0,Tier2+Tier1B
parE_P558T,0.0,Tier2+Tier1B
gyrA_I485F,0.0,Tier2+Tier1B
parC_I228F,0.0,Tier2+Tier1B
gyrA_G547C,0.0,Tier2+Tier1B
parE_N208H,0.0,Tier2+Tier1B
folA_N101K,0.0,Tier2+Tier1B
parE_P234T,0.0,Tier2+Tier1B
gyrA_V822M,0.0,Tier2+Tier1B
ompF_F45L,0.0,Tier2+Tier1B
parE_F354L,0.0,Tier2+Tier1B
parE_V118M,0.0,Tier2+Tier1B
parE_D408Y,0.0,Tier2+Tier1B
gyrB_G475C,0.0,Tier2+Tier1B
phoQ_T47P,0.0,Tier2+Tier1B
gyrB_P171T,0.0,Tier2+Tier1B
ftsI_F332V,0.0,Tier2+Tier1B
ompC_G203S,0.0,Tier2+Tier1B
gyrB_A224T,0.0,Tier2+Tier1B
ompC_N88S,0.0,Tier2+Tier1B
ompC_N26Y,0.0,Tier2+Tier1B
gyrB_E185Q,0.0,Tier2+Tier1B
ompC_frameshift_insertion_2bp_pos2295555,0.0,Tier2+Tier1B
rpoB_L253F,0.0,Tier2+Tier1B
gyrA_L317F,0.0,Tier2+Tier1B
rpoB_S1222R,0.0,Tier2+Tier1B
phoP_D58Y,0.0,Tier2+Tier1B
ompC_T155P,0.0,Tier2+Tier1B
parC_G107C,0.0,Tier2+Tier1B
phoQ_E381K,0.0,Tier2+Tier1B
phoQ_I366L,0.0,Tier2+Tier1B
phoQ_E369K,0.0,Tier2+Tier1B
gyrA_E662K,0.0,Tier2+Tier1B
phoQ_N389H,0.0,Tier2+Tier1B
ompC_frameshift_deletion_2bp_pos2295547,0.0,Tier2+Tier1B
gyrB_D622H,0.0,Tier2+Tier1B
gyrB_I792L,0.0,Tier2+Tier1B
ompC_T348P,0.0,Tier2+Tier1B
ftsI_D384E,0.0,Tier2+Tier1B
gyrB_D639Y,0.0,Tier2+Tier1B
thyA_S125P,0.0,Tier2+Tier1B
gyrA_D429Y,0.0,Tier2+Tier1B
gyrB_S70P,0.0,Tier2+Tier1B
gyrB_D74Y,0.0,Tier2+Tier1B
ompC_G362R,0.0,Tier2+Tier1B
gyrA_I578F,0.0,Tier2+Tier1B
gyrA_Y605H,0.0,Tier2+Tier1B
ampC_G284C,0.0,Tier2+Tier1B
gyrB_V651L,0.0,Tier2+Tier1B
ftsI_*88Y,0.0,Tier2+Tier1B
gyrA_D310H,0.0,Tier2+Tier1B
gyrB_D210Y,0.0,Tier2+Tier1B
phoP_D29Y,0.0,Tier2+Tier1B
pmrB_A310T,0.0,Tier2+Tier1B
ampC_N201Y,0.0,Tier2+Tier1B
pmrB_P297A,0.0,Tier2+Tier1B
parE_V521F,0.0,Tier2+Tier1B
parE_D530H,0.0,Tier2+Tier1B
parE_S493P,0.0,Tier2+Tier1B
parE_A491S,0.0,Tier2+Tier1B
parE_N446Y,0.0,Tier2+Tier1B
gyrB_G284C,0.0,Tier2+Tier1B
parE_R303C,0.0,Tier2+Tier1B
pmrB_N145Y,0.0,Tier2+Tier1B
folP_K146E,0.0,Tier2+Tier1B
thyA_T114S,0.0,Tier2+Tier1B
robA_N182H,0.0,Tier2+Tier1B
robA_A203S,0.0,Tier2+Tier1B
robA_Y198H,0.0,Tier2+Tier1B
phoP_L129I,0.0,Tier2+Tier1B
robA_A91S,0.0,Tier2+Tier1B
folP_A247S,0.0,Tier2+Tier1B
folP_H252Y,0.0,Tier2+Tier1B
ompC_Q196E,0.0,Tier2+Tier1B
ompC_T135S,0.0,Tier2+Tier1B
ftsI_H345Q,0.0,Tier2+Tier1B
phoQ_R6H,0.0,Tier2+Tier1B
gyrA_P608T,0.0,Tier2+Tier1B
rpoB_Q380H,0.0,Tier2+Tier1B
gyrB_A796S,0.0,Tier2+Tier1B
folP_G7R,0.0,Tier2+Tier1B
gyrB_A401S,0.0,Tier2+Tier1B
rpoB_C204*,0.0,Tier2+Tier1B
rpoB_N283K,0.0,Tier2+Tier1B
gyrB_T165S,0.0,Tier2+Tier1B
rpoB_N755K,0.0,Tier2+Tier1B
folP_A241S,0.0,Tier2+Tier1B
phoQ_N377Y,0.0,Tier2+Tier1B
gyrA_E507K,0.0,Tier2+Tier1B
gyrA_T586P,0.0,Tier2+Tier1B
rpoB_C397R,0.0,Tier2+Tier1B
folP_A128T,0.0,Tier2+Tier1B
robA_P172T,0.0,Tier2+Tier1B
robA_L178F,0.0,Tier2+Tier1B
phoP_L176I,0.0,Tier2+Tier1B
folP_G124C,0.0,Tier2+Tier1B
parC_V244L,0.0,Tier2+Tier1B
robA_R119C,0.0,Tier2+Tier1B
ompC_V201F,0.0,Tier2+Tier1B
gyrB_T292S,0.0,Tier2+Tier1B
parC_L157V,0.0,Tier2+Tier1B
parC_R43G,0.0,Tier2+Tier1B
ompC_V127L,0.0,Tier2+Tier1B
phoQ_A482T,0.0,Tier2+Tier1B
ampC_Y360H,0.0,Tier2+Tier1B
phoP_Y179H,0.0,Tier2+Tier1B
robA_Q20*,0.0,Tier2+Tier1B
pmrB_P273T,0.0,Tier2+Tier1B
tolC_*272*,0.0,Tier2+Tier1B
gyrA_P265S,0.0,Tier2+Tier1B
tolC_M264I,0.0,Tier2+Tier1B
robA_S187R,0.0,Tier2+Tier1B
gyrA_L492V,0.0,Tier2+Tier1B
folP_A130V,0.0,Tier2+Tier1B
folP_F28L,0.0,Tier2+Tier1B
parC_M241L,0.0,Tier2+Tier1B
parE_T14S,0.0,Tier2+Tier1B
marR_R53H,0.0,Tier2+Tier1B
phoQ_A153T,0.0,Tier2+Tier1B
ompF_V314L,0.0,Tier2+Tier1B
gyrB_Q556K,0.0,Tier2+Tier1B
parE_N410Y,0.0,Tier2+Tier1B
parE_A406T,0.0,Tier2+Tier1B
gyrB_G77C,0.0,Tier2+Tier1B
ampC_E187K,0.0,Tier2+Tier1B
gyrA_R630S,0.0,Tier2+Tier1B
ampC_G175C,0.0,Tier2+Tier1B
folP_I253F,0.0,Tier2+Tier1B
gyrB_A428T,0.0,Tier2+Tier1B
gyrB_H237Y,0.0,Tier2+Tier1B
folP_G250S,0.0,Tier2+Tier1B
thyA_D246Y,0.0,Tier2+Tier1B
gyrA_V385M,0.0,Tier2+Tier1B
gyrA_V146I,0.0,Tier2+Tier1B
gyrA_A175S,0.0,Tier2+Tier1B
pmrB_A162S,0.0,Tier2+Tier1B
tolC_S423R,0.0,Tier2+Tier1B
gyrB_V349I,0.0,Tier2+Tier1B
ampC_S185R,0.0,Tier2+Tier1B
CTX-M-65,0.0,Tier2+Tier1B
gyrB_A408P,0.0,Tier2+Tier1B
rpoB_S148R,0.0,Tier2+Tier1B
gyrA_E505K,0.0,Tier2+Tier1B
ampC_V194F,0.0,Tier2+Tier1B
ampC_I300M,0.0,Tier2+Tier1B
gyrB_V122L,0.0,Tier2+Tier1B
tolC_*377*,0.0,Tier2+Tier1B
tolC_E318D,0.0,Tier2+Tier1B
gyrB_V371M,0.0,Tier2+Tier1B
parC_A533S,0.0,Tier2+Tier1B
phoP_G24R,0.0,Tier2+Tier1B
phoQ_S187R,0.0,Tier2+Tier1B
AAC(3)-IIa,0.0,Tier2+Tier1B
AAC(3)-IV,0.0,Tier2+Tier1B
AAC(3)-VIa,0.0,Tier2+Tier1B
AAC(6')-IIc,0.0,Tier2+Tier1B
tolC_*370*,0.0,Tier2+Tier1B
ampC_V294L,0.0,Tier2+Tier1B
parC_G508C,0.0,Tier2+Tier1B
gyrB_V325M,0.0,Tier2+Tier1B
rpoB_*1094*,0.0,Tier2+Tier1B
phoQ_A341S,0.0,Tier2+Tier1B
folP_K279N,0.0,Tier2+Tier1B
gyrA_L326F,0.0,Tier2+Tier1B
phoQ_E336K,0.0,Tier2+Tier1B
rpoB_Q312H,0.0,Tier2+Tier1B
gyrA_G564W,0.0,Tier2+Tier1B
gyrA_T586A,0.0,Tier2+Tier1B
gyrA_D294Y,0.0,Tier2+Tier1B
gyrB_D277Y,0.0,Tier2+Tier1B
gyrA_S555A,0.0,Tier2+Tier1B
gyrA_N585Y,0.0,Tier2+Tier1B
gyrA_D476Y,0.0,Tier2+Tier1B
